step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,risk_score,predict_isFraud,risk_level,risk_action,risk_reason,staff_explanation,customer_warning,top_features
1,TRANSFER,20128.0,C137533655,20128.0,0.0,C1848415041,0.0,0.0,1,0,0.9985233201966046,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；交易类型为转账，转账类交易在欺诈样本中风险相对较高；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易发生在时间步 1，交易时间特征对风险判断有影响,该交易的模型风险分数为 0.9985，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；交易类型为转账，转账类交易在欺诈样本中风险相对较高；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易发生在时间步 1，交易时间特征对风险判断有影响。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 TRANSFER 交易金额为 20128.00，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；type_TRANSFER(交易类型：转账)；newbalanceOrig(付款方交易后余额)；type_PAYMENT(交易类型：支付)；step(交易发生时间步)
1,TRANSFER,1277212.77,C1334405552,1277212.77,0.0,C431687661,0.0,0.0,1,0,0.9984236896438274,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方余额变化为 1277212.77，说明交易导致付款方资金明显变化；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型为转账，转账类交易在欺诈样本中风险相对较高；交易金额经过对数转换后仍对风险判断产生明显影响,该交易的模型风险分数为 0.9984，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方余额变化为 1277212.77，说明交易导致付款方资金明显变化；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型为转账，转账类交易在欺诈样本中风险相对较高；交易金额经过对数转换后仍对风险判断产生明显影响。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 TRANSFER 交易金额为 1277212.77，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；origin_balance_change(付款方余额变化)；newbalanceOrig(付款方交易后余额)；type_TRANSFER(交易类型：转账)；amount_log(交易金额对数)
1,TRANSFER,181.0,C1305486145,181.0,0.0,C553264065,0.0,0.0,1,0,0.9983769074793843,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；交易类型为转账，转账类交易在欺诈样本中风险相对较高；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易发生在时间步 1，交易时间特征对风险判断有影响,该交易的模型风险分数为 0.9984，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；交易类型为转账，转账类交易在欺诈样本中风险相对较高；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易发生在时间步 1，交易时间特征对风险判断有影响。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 TRANSFER 交易金额为 181.00，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；type_TRANSFER(交易类型：转账)；newbalanceOrig(付款方交易后余额)；type_PAYMENT(交易类型：支付)；step(交易发生时间步)
2,TRANSFER,1096187.24,C1093223281,1096187.24,0.0,C2063275841,0.0,0.0,1,0,0.997651929599134,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方余额变化为 1096187.24，说明交易导致付款方资金明显变化；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型为转账，转账类交易在欺诈样本中风险相对较高；交易金额经过对数转换后仍对风险判断产生明显影响,该交易的模型风险分数为 0.9977，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方余额变化为 1096187.24，说明交易导致付款方资金明显变化；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型为转账，转账类交易在欺诈样本中风险相对较高；交易金额经过对数转换后仍对风险判断产生明显影响。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 TRANSFER 交易金额为 1096187.24，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；origin_balance_change(付款方余额变化)；newbalanceOrig(付款方交易后余额)；type_TRANSFER(交易类型：转账)；amount_log(交易金额对数)
1,TRANSFER,25071.46,C669700766,25071.46,0.0,C1384210339,0.0,0.0,1,0,0.9972178932421296,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；交易类型为转账，转账类交易在欺诈样本中风险相对较高；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易发生在时间步 1，交易时间特征对风险判断有影响,该交易的模型风险分数为 0.9972，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；交易类型为转账，转账类交易在欺诈样本中风险相对较高；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易发生在时间步 1，交易时间特征对风险判断有影响。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 TRANSFER 交易金额为 25071.46，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；type_TRANSFER(交易类型：转账)；newbalanceOrig(付款方交易后余额)；type_PAYMENT(交易类型：支付)；step(交易发生时间步)
2,TRANSFER,963532.14,C1440057381,963532.14,0.0,C268086000,0.0,0.0,1,0,0.9968025451118672,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方余额变化为 963532.14，说明交易导致付款方资金明显变化；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型为转账，转账类交易在欺诈样本中风险相对较高；交易金额经过对数转换后仍对风险判断产生明显影响,该交易的模型风险分数为 0.9968，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方余额变化为 963532.14，说明交易导致付款方资金明显变化；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型为转账，转账类交易在欺诈样本中风险相对较高；交易金额经过对数转换后仍对风险判断产生明显影响。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 TRANSFER 交易金额为 963532.14，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；origin_balance_change(付款方余额变化)；newbalanceOrig(付款方交易后余额)；type_TRANSFER(交易类型：转账)；amount_log(交易金额对数)
1,CASH_OUT,1277212.77,C467632528,1277212.77,0.0,C716083600,0.0,2444985.19,1,0,0.9937639143513728,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方余额变化为 1277212.77，说明交易导致付款方资金明显变化；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易金额经过对数转换后仍对风险判断产生明显影响；交易金额为 1277212.77，金额特征对风险判断影响较大,该交易的模型风险分数为 0.9938，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方余额变化为 1277212.77，说明交易导致付款方资金明显变化；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易金额经过对数转换后仍对风险判断产生明显影响；交易金额为 1277212.77，金额特征对风险判断影响较大。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 CASH_OUT 交易金额为 1277212.77，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；origin_balance_change(付款方余额变化)；newbalanceOrig(付款方交易后余额)；amount_log(交易金额对数)；amount(交易金额)
3,CASH_OUT,22877.0,C2126545173,22877.0,0.0,C573200870,0.0,22877.0,1,0,0.9936006733476528,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易类型为现金转出，可能存在资金快速流出的风险；交易金额经过对数转换后仍对风险判断产生明显影响,该交易的模型风险分数为 0.9936，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易类型为现金转出，可能存在资金快速流出的风险；交易金额经过对数转换后仍对风险判断产生明显影响。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 CASH_OUT 交易金额为 22877.00，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；newbalanceOrig(付款方交易后余额)；type_PAYMENT(交易类型：支付)；type_CASH_OUT(交易类型：现金转出)；amount_log(交易金额对数)
2,CASH_OUT,14949.84,C395257482,14949.84,0.0,C1032986144,18161.79,33111.63,1,0,0.9933216124293188,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易类型为现金转出，可能存在资金快速流出的风险；付款方交易前余额为 14949.84，该余额状态对风险判断影响较大,该交易的模型风险分数为 0.9933，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易类型为现金转出，可能存在资金快速流出的风险；付款方交易前余额为 14949.84，该余额状态对风险判断影响较大。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 CASH_OUT 交易金额为 14949.84，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；newbalanceOrig(付款方交易后余额)；type_PAYMENT(交易类型：支付)；type_CASH_OUT(交易类型：现金转出)；oldbalanceOrg(付款方交易前余额)
1,TRANSFER,35063.63,C1364127192,35063.63,0.0,C1136419747,0.0,0.0,1,0,0.9930936224818544,1,高风险,建议拦截或进入人工复核,付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；交易类型为转账，转账类交易在欺诈样本中风险相对较高；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易发生在时间步 1，交易时间特征对风险判断有影响,该交易的模型风险分数为 0.9931，风险等级为高风险。模型主要依据以下因素作出判断：付款方余额变化误差为 0.00，模型认为该余额关系对风险判断有影响；交易类型为转账，转账类交易在欺诈样本中风险相对较高；付款方交易后余额为 0，存在账户余额被转空的风险特征；交易类型：支付 的取值为 False，该特征对模型判断有影响；交易发生在时间步 1，交易时间特征对风险判断有影响。建议处置方式：建议拦截或进入人工复核。,系统检测到您当前这笔 TRANSFER 交易金额为 35063.63，存在较高风险。请您务必确认收款方身份，不要轻信陌生人转账、投资理财、刷单返利、冒充客服等要求。如非本人真实意愿操作，建议立即暂停交易并联系官方客服。,origin_error(付款方余额变化误差)；type_TRANSFER(交易类型：转账)；newbalanceOrig(付款方交易后余额)；type_PAYMENT(交易类型：支付)；step(交易发生时间步)
